ID đơn hàng,ID sản phẩm,Tên sản phẩm,Sku,Id Sku,Sku người bán,Giá,Payment Amount,Đơn vị tiền tệ,Số lượng,Phương thức thanh toán,Trạng thái đơn hàng,Tên người dùng nhà sáng tạo,Loại nội dung,Id nội dung,commission model,Tỷ lệ khấu trừ Thuế TNCN,Thuế TNCN ước tính,Thuế TNCN thực tế,Tỷ lệ hoa hồng tiêu chuẩn,Cơ sở hoa hồng ước tính,Thanh toán hoa hồng tiêu chuẩn ước tính,Cơ sở hoa hồng thực tế,Thanh toán hoa hồng thực tế,Tỷ lệ hoa hồng Quảng cáo cửa hàng,Thanh toán hoa hồng Quảng cáo cửa hàng ước tính,Thanh toán hoa hồng Quảng cáo cửa hàng thực tế,Thưởng đồng chi trả cho nhà sáng tạo ước tính,Thưởng đồng chi trả cho nhà sáng tạo thực tế,Trả hàng & hoàn tiền,Hoàn tiền,Thời gian đã tạo,Thời gian thanh toán,Thời gian sẵn sàng vận chuyển,Order Delivery Time,Thời gian hoàn thành đơn hàng,Thời gian hoa hồng đã thanh toán,Platform
578571448302733162,1731020036333996378,"Phân bón NANO KALI BO + CA siêu ra hoa, đậu quả, hạ chế đốm lá, nấm hồng, phấn trắng thuốc giúp chế phẩm đạm hữu npk kíchrễ tinh",Mặc định,1731020068678371674,,0,165,VND,1,Thanh toán khi giao hàng,Đã hủy,trinhdamca86,Video,7495704554030304519,fixed commission,0,0,0,12,0,,,,,,,,,0,0,24/04/2025 10:44:10,,24/04/2025 10:44:12,,,,TTS
578571448302733162,1730420312203299162,"HUMIC Can 5 Lít Nông Dược Toàn Cầu – Phát triển rễ, Vọt đọt, Xanh lá, Mập cây, Cải tạo đất, Tiết kiệm chi phí phân bón, Tăng hấp thụ phân bón tron grau đạm cá cô đặc meocham cay hữu phân bón mỹ phân bón tinh npk kích p hân mancozeb xanh canxi bomaster",Mặc định,1730420328725121370,,353628,458785,VND,1,Thanh toán khi giao hàng,Đã hủy,nongduoctoancauofficial,Phát trực tiếp,7496712087308126984,fixed commission,,,,,353628,,,,,,,,,0,0,24/04/2025 10:44:10,,24/04/2025 10:44:12,,,,TTS
578572367487928173,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,395300,564321,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nguyen.nong.dan.81,Video,7484978467709275400,fixed commission,0,0,0,12,395300,47436,395300,47436,,,,,,0,0,24/04/2025 11:37:42,27/04/2025 12:48:41,24/04/2025 11:37:43,27/04/2025 12:48:41,13/05/2025 00:43:08,30/04/2025 08:59:35,TTS
578579371850434480,1730420312203299162,"HUMIC Can 5 Lít Nông Dược Toàn Cầu – Phát triển rễ, Vọt đọt, Xanh lá, Mập cây, Cải tạo đất, Tiết kiệm chi phí phân bón, Tăng hấp thụ phân bón tron grau đạm cá cô đặc meocham cay hữu phân bón mỹ phân bón tinh npk kích p hân mancozeb xanh canxi bomaster",Mặc định,1730420328725121370,,361665,507381,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nguyen.nong.dan.81,Phát trực tiếp,7496850857140210450,fixed commission,0,0,0,12,361665,43400,361665,43400,,,,,,0,0,24/04/2025 19:30:34,27/04/2025 18:49:41,24/04/2025 19:30:35,27/04/2025 18:49:41,13/05/2025 01:10:03,30/04/2025 07:27:33,TTS
578579372699846576,1730420312203299162,"HUMIC Can 5 Lít Nông Dược Toàn Cầu – Phát triển rễ, Vọt đọt, Xanh lá, Mập cây, Cải tạo đất, Tiết kiệm chi phí phân bón, Tăng hấp thụ phân bón tron grau đạm cá cô đặc meocham cay hữu phân bón mỹ phân bón tinh npk kích p hân mancozeb xanh canxi bomaster",Mặc định,1730420328725121370,,377850,507381,VND,1,Thanh toán khi giao hàng,Đã hủy,nguyen.nong.dan.81,Phát trực tiếp,7496850857140210450,fixed commission,0,0,0,12,377850,45342,,,,,,,,0,0,24/04/2025 19:30:56,,24/04/2025 19:30:57,,,,TTS
578579383045883824,1730420312203299162,"HUMIC Can 5 Lít Nông Dược Toàn Cầu – Phát triển rễ, Vọt đọt, Xanh lá, Mập cây, Cải tạo đất, Tiết kiệm chi phí phân bón, Tăng hấp thụ phân bón tron grau đạm cá cô đặc meocham cay hữu phân bón mỹ phân bón tinh npk kích p hân mancozeb xanh canxi bomaster",Mặc định,1730420328725121370,,377850,507381,VND,1,Thanh toán khi giao hàng,Đã hủy,nguyen.nong.dan.81,Phát trực tiếp,7496850857140210450,fixed commission,0,0,0,12,377850,45342,,,,,,,,0,0,24/04/2025 19:32:35,,24/04/2025 19:32:36,,,,TTS
578579413801469269,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,388170,538381,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nguyen.nong.dan.81,Phát trực tiếp,7496850857140210450,fixed commission,0,0,0,12,388170,46580,388170,46580,,,,,,0,0,24/04/2025 19:41:27,28/04/2025 12:42:07,24/04/2025 19:41:28,28/04/2025 12:42:07,14/05/2025 02:59:28,01/05/2025 08:53:25,TTS
578579520839059376,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,407300,538381,VND,1,Thanh toán khi giao hàng,Đã hủy,nguyen.nong.dan.81,Phát trực tiếp,7496850857140210450,fixed commission,0,0,0,12,407300,48876,,,,,,,,0,0,24/04/2025 19:43:26,,24/04/2025 19:43:27,,,,TTS
578579527302349978,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,388170,538381,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nguyen.nong.dan.81,Phát trực tiếp,7496850857140210450,fixed commission,0,0,0,12,388170,46580,388170,46580,,,,,,0,0,24/04/2025 19:45:30,28/04/2025 19:18:11,24/04/2025 19:45:31,28/04/2025 19:18:11,14/05/2025 00:34:31,01/05/2025 10:05:25,TTS
578579575332046326,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,388170,538381,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nguyen.nong.dan.81,Phát trực tiếp,7496850857140210450,fixed commission,0,0,0,12,388170,46580,388170,46580,,,,,,0,0,24/04/2025 19:51:30,28/04/2025 22:29:08,24/04/2025 19:51:31,28/04/2025 22:29:08,14/05/2025 01:30:59,01/05/2025 09:51:08,TTS
578579575332046326,1730770154468706650,"Phân Bón NANO LÂN - Giúp cây Ra Rễ Mạnh , Nở bụi, đẻ nhánh khỏe, mập cây, xanh lá, hạn chế vàng lá sinh lý, chống nghẹn rễ meocham cay thu oct trichoderma dế kali phân kali chế phẩm kíchrễ thuốc kích npk",Mặc định,1730770218446915930,,0,130,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,hoangtinh.91,Video,7496287723318234375,fixed commission,0,0,0,10,0,,0,,,,,,,0,0,24/04/2025 19:51:30,28/04/2025 22:29:08,24/04/2025 19:51:31,28/04/2025 22:29:08,14/05/2025 01:30:59,01/05/2025 09:51:08,TTS
578579575332046326,1731020036333996378,"Phân bón NANO KALI BO + CA siêu ra hoa, đậu quả, hạ chế đốm lá, nấm hồng, phấn trắng thuốc giúp chế phẩm đạm hữu npk kíchrễ tinh",Mặc định,1731020068678371674,,0,389,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,hoangtinh.91,Video,7496287723318234375,fixed commission,0,0,0,10,0,,0,,,,,,,0,0,24/04/2025 19:51:30,28/04/2025 22:29:08,24/04/2025 19:51:31,28/04/2025 22:29:08,14/05/2025 01:30:59,01/05/2025 09:51:08,TTS
578579710815209190,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,388170,538381,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nguyen.nong.dan.81,Phát trực tiếp,7496850857140210450,fixed commission,0,0,0,12,388170,46580,388170,46580,,,,,,0,0,24/04/2025 20:03:00,28/04/2025 11:22:28,24/04/2025 20:03:02,28/04/2025 11:22:28,14/05/2025 01:47:48,01/05/2025 09:44:49,TTS
578580459815339984,1731155073428326746,"Phân bón Magie Kẽm - Bổ sung trung vi lượng, GA3 cho tất cả các loại cây trồng, mọi giai đoạn của cây (50gr pha 2 bình) đạm hữu kíchrễ thuốc kích npk tinh canxi bomaster",Mặc định,1731155102847568218,,24000,78300,VND,2,Thanh toán khi giao hàng,Đã hoàn thành,nguyen.nong.dan.81,Phát trực tiếp,7496850857140210450,fixed commission,0,0,0,12,48000,5760,48000,5760,,,,,,0,0,24/04/2025 21:04:05,28/04/2025 12:30:43,24/04/2025 21:04:06,28/04/2025 12:30:43,14/05/2025 01:41:06,01/05/2025 07:10:05,TTS
578583996047329144,1730420312203299162,"HUMIC Can 5 Lít Nông Dược Toàn Cầu – Phát triển rễ, Vọt đọt, Xanh lá, Mập cây, Cải tạo đất, Tiết kiệm chi phí phân bón, Tăng hấp thụ phân bón tron grau đạm cá cô đặc meocham cay hữu phân bón mỹ phân bón tinh npk kích p hân mancozeb xanh canxi bomaster",Mặc định,1730420328725121370,,401850,507381,VND,1,Thanh toán khi giao hàng,Đã hủy,nguyen.nong.dan.81,Video,7467832619703520519,fixed commission,0,0,0,12,401850,48222,,,,,,,,0,0,25/04/2025 08:35:07,,25/04/2025 08:35:08,,,,TTS
578585507488302955,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,388170,566706,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,caonguyenfarm,Phát trực tiếp,7497084940900616968,fixed commission,0,0,0,10,388170,38817,388170,38817,,,,,,0,0,25/04/2025 10:38:28,27/04/2025 23:25:47,25/04/2025 10:38:30,27/04/2025 23:25:47,13/05/2025 01:07:37,30/04/2025 10:45:18,TTS
578585507488302955,1731020036333996378,"Phân bón NANO KALI BO + CA siêu ra hoa, đậu quả, hạ chế đốm lá, nấm hồng, phấn trắng thuốc giúp chế phẩm đạm hữu npk kíchrễ tinh",Mặc định,1731020068678371674,,0,520,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,caonguyenfarm,Phát trực tiếp,7497084940900616968,fixed commission,0,0,0,10,0,,0,,,,,,,0,0,25/04/2025 10:38:28,27/04/2025 23:25:47,25/04/2025 10:38:30,27/04/2025 23:25:47,13/05/2025 01:07:37,30/04/2025 10:45:18,TTS
578592711908296335,1731020036333996378,"Phân bón NANO KALI BO + CA siêu ra hoa, đậu quả, hạ chế đốm lá, nấm hồng, phấn trắng thuốc giúp chế phẩm đạm hữu npk kíchrễ tinh",Mặc định,1731020068678371674,,0,389,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,caonguyenfarm,Phát trực tiếp,7497193324814568199,fixed commission,0,0,0,10,0,,0,,,,,,,0,0,25/04/2025 17:55:55,29/04/2025 15:19:27,25/04/2025 17:55:58,29/04/2025 15:19:27,15/05/2025 00:48:15,02/05/2025 10:59:06,TTS
578592711908296335,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,379544,538381,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,caonguyenfarm,Phát trực tiếp,7497193324814568199,fixed commission,0,0,0,10,379544,37954,379544,37954,,,,,,0,0,25/04/2025 17:55:55,29/04/2025 15:19:27,25/04/2025 17:55:58,29/04/2025 15:19:27,15/05/2025 00:48:15,02/05/2025 10:59:06,TTS
578593708653708414,1731235928845485402,"Combo Đạm Cá + Humic Nông Dược Toàn Cầu Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái NPK (Can 5 Lít)",Mặc định,1731235978637837658,,782100,992585,VND,1,Thanh toán khi giao hàng,Đã hủy,nguyen.nong.dan.81,Phát trực tiếp,7497222673882598162,fixed commission,0,0,0,12,782100,93852,,,,,,,,0,0,25/04/2025 19:27:25,,25/04/2025 19:27:26,,,,TTS
578594507114383357,1730578688692029786,"Phân bón TRICHODERMA Toàn Cầu – Ủ phân, cải tạo đất tơi xốp , giúp cây trồng hấp thu dinh dưỡng tốt thuốc bvt bảo hành của nhà sản xuất ngoài trời meocham cay oct thuoc trừ saurieng dế đạm hữu kali phân bón đạm hữu kíchrễ kích npk canxi bomaster",Mặc định,1730578711938107738,,65988,356443,VND,5,Thanh toán khi giao hàng,Đã hoàn thành,0de_taphoa,Video,7482178334143810824,fixed commission,0,0,0,10,329940,32995,329940,32995,,,,,,0,0,25/04/2025 20:33:34,28/04/2025 20:41:09,25/04/2025 20:33:35,28/04/2025 20:41:09,14/05/2025 02:51:17,01/05/2025 08:49:35,TTS
578594507114383357,1731155073428326746,"Phân bón Magie Kẽm - Bổ sung trung vi lượng, GA3 cho tất cả các loại cây trồng, mọi giai đoạn của cây (50gr pha 2 bình) đạm hữu kíchrễ thuốc kích npk tinh canxi bomaster",Mặc định,1731155102847568218,,0,145,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,0de_taphoa,Video,7482178334143810824,fixed commission,0,0,0,10,0,,0,,,,,,,0,0,25/04/2025 20:33:34,28/04/2025 20:41:09,25/04/2025 20:33:35,28/04/2025 20:41:09,14/05/2025 02:51:17,01/05/2025 08:49:35,TTS
578594578158290216,1730770154468706650,"Phân Bón NANO LÂN - Giúp cây Ra Rễ Mạnh , Nở bụi, đẻ nhánh khỏe, mập cây, xanh lá, hạn chế vàng lá sinh lý, chống nghẹn rễ meocham cay thu oct trichoderma dế kali phân kali chế phẩm kíchrễ thuốc kích npk",Mặc định,1730770218446915930,,0,170,VND,1,Thanh toán khi giao hàng,Đã hủy,nongduoctoancauofficial,Phát trực tiếp,7497229707723803399,fixed commission,,,,,0,,,,,,,,,0,0,25/04/2025 20:39:20,,25/04/2025 20:39:21,,,,TTS
578594578158290216,1731020036333996378,"Phân bón NANO KALI BO + CA siêu ra hoa, đậu quả, hạ chế đốm lá, nấm hồng, phấn trắng thuốc giúp chế phẩm đạm hữu npk kíchrễ tinh",Mặc định,1731020068678371674,,0,509,VND,1,Thanh toán khi giao hàng,Đã hủy,nongduoctoancauofficial,Phát trực tiếp,7497229707723803399,fixed commission,,,,,0,,,,,,,,,0,0,25/04/2025 20:39:20,,25/04/2025 20:39:21,,,,TTS
578594578158290216,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,388170,564321,VND,1,Thanh toán khi giao hàng,Đã hủy,nongduoctoancauofficial,Phát trực tiếp,7497229707723803399,fixed commission,,,,,388170,,,,,,,,,0,0,25/04/2025 20:39:20,,25/04/2025 20:39:21,,,,TTS
578594683604403712,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,388170,538381,VND,1,Thanh toán khi giao hàng,Đã hủy,nguyen.nong.dan.81,Video,7497186853406231826,fixed commission,0,0,0,12,388170,46580,,,,,,,,0,0,25/04/2025 20:44:41,,25/04/2025 20:44:43,,,,TTS
578594683604403712,1730770154468706650,"Phân Bón NANO LÂN - Giúp cây Ra Rễ Mạnh , Nở bụi, đẻ nhánh khỏe, mập cây, xanh lá, hạn chế vàng lá sinh lý, chống nghẹn rễ meocham cay thu oct trichoderma dế kali phân kali chế phẩm kíchrễ thuốc kích npk",Mặc định,1730770218446915930,,0,130,VND,1,Thanh toán khi giao hàng,Đã hủy,nongduoctoancauhatinh,Phát trực tiếp,7492984644829186837,fixed commission,0,0,0,8,0,,,,,,,,,0,0,25/04/2025 20:44:41,,25/04/2025 20:44:43,,,,TTS
578594683604403712,1731020036333996378,"Phân bón NANO KALI BO + CA siêu ra hoa, đậu quả, hạ chế đốm lá, nấm hồng, phấn trắng thuốc giúp chế phẩm đạm hữu npk kíchrễ tinh",Mặc định,1731020068678371674,,0,389,VND,1,Thanh toán khi giao hàng,Đã hủy,tong.kho.tp68,Video,7493027999965613330,fixed commission,0,0,0,10,0,,,,,,,,,0,0,25/04/2025 20:44:41,,25/04/2025 20:44:43,,,,TTS
578594777927156751,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,379544,538381,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nguyen.nong.dan.81,Phát trực tiếp,7497222673882598162,fixed commission,0,0,0,12,379544,45545,379544,45545,,,,,,0,0,25/04/2025 20:51:45,29/04/2025 09:17:55,25/04/2025 20:51:46,29/04/2025 09:17:55,15/05/2025 01:14:28,02/05/2025 11:08:18,TTS
578594979719972025,1730420312203299162,"HUMIC Can 5 Lít Nông Dược Toàn Cầu – Phát triển rễ, Vọt đọt, Xanh lá, Mập cây, Cải tạo đất, Tiết kiệm chi phí phân bón, Tăng hấp thụ phân bón tron grau đạm cá cô đặc cay hữu phân bón mỹ phân bón tinh npk",Mặc định,1730420328725121370,,365850,507381,VND,1,Không áp dụng thanh toán khi giao hàng,Đã hoàn thành,nguyen.nong.dan.81,Video,7487942940384365879,fixed commission,0,0,0,,365850,,365850,,12,43902,,,,0,0,25/04/2025 21:03:32,25/04/2025 21:04:19,25/04/2025 21:04:19,29/04/2025 11:11:25,15/05/2025 02:15:54,02/05/2025 08:56:57,TTS
578594972518942640,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,395300,538381,VND,1,Thanh toán khi giao hàng,Đã hủy,nguyen.nong.dan.81,Phát trực tiếp,7497222673882598162,fixed commission,0,0,0,12,395300,47436,,,,,,,,0,0,25/04/2025 21:03:42,,25/04/2025 21:03:43,,,,TTS
578595000449796016,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,413300,538381,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nguyen.nong.dan.81,Phát trực tiếp,7497222673882598162,fixed commission,0,0,0,12,413300,49596,413300,49596,,,,,,0,0,25/04/2025 21:05:42,29/04/2025 16:08:53,25/04/2025 21:05:44,29/04/2025 16:08:53,15/05/2025 01:46:20,02/05/2025 07:54:33,TTS
578595050536994431,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,379544,564321,VND,1,Thanh toán khi giao hàng,Đã hủy,nguyen.nong.dan.81,Phát trực tiếp,7497222673882598162,fixed commission,0,0,0,12,379544,45545,,,,,,,,0,0,25/04/2025 21:11:37,,25/04/2025 21:11:39,,,,TTS
578595084664210558,1730420312203299162,"HUMIC Can 5 Lít Nông Dược Toàn Cầu – Phát triển rễ, Vọt đọt, Xanh lá, Mập cây, Cải tạo đất, Tiết kiệm chi phí phân bón, Tăng hấp thụ phân bón tron grau đạm cá cô đặc cay hữu phân bón mỹ phân bón tinh npk",Mặc định,1730420328725121370,,353628,511600,VND,1,Thanh toán khi giao hàng,Đã hủy,nguyen.nong.dan.81,Phát trực tiếp,7497222673882598162,fixed commission,0,0,0,,353628,,,,12,42435,,,,0,0,25/04/2025 21:15:50,,25/04/2025 21:15:51,,,,TTS
578595085638927486,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,379544,542600,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nguyen.nong.dan.81,Phát trực tiếp,7497222673882598162,fixed commission,0,0,0,,379544,,379544,,12,45545,,,,0,0,25/04/2025 21:16:12,29/04/2025 19:38:15,25/04/2025 21:16:13,29/04/2025 19:38:15,15/05/2025 02:06:48,02/05/2025 09:22:07,TTS
578595092173784703,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,379544,564321,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nguyen.nong.dan.81,Phát trực tiếp,7497222673882598162,fixed commission,0,0,0,12,379544,45545,379544,45545,,,,,,0,0,25/04/2025 21:18:44,29/04/2025 16:21:36,25/04/2025 21:18:45,29/04/2025 16:21:36,15/05/2025 02:52:06,02/05/2025 11:12:16,TTS
578595380281967715,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,379544,564321,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nguyen.nong.dan.81,Phát trực tiếp,7497222673882598162,fixed commission,0,0,0,,379544,,379544,,12,45545,,,,0,0,25/04/2025 21:41:04,29/04/2025 15:40:43,25/04/2025 21:41:05,29/04/2025 15:40:43,15/05/2025 01:23:55,02/05/2025 10:35:04,TTS
578595380281967715,1730770154468706650,"Phân Bón NANO LÂN - Giúp cây Ra Rễ Mạnh , Nở bụi, đẻ nhánh khỏe, mập cây, xanh lá, hạn chế vàng lá sinh lý, chống nghẹn rễ meocham cay thu oct trichoderma dế kali phân kali chế phẩm kíchrễ thuốc kích npk",Mặc định,1730770218446915930,,0,170,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7494483563204233992,fixed commission,,,,,0,,0,,,,,,,0,0,25/04/2025 21:41:04,29/04/2025 15:40:43,25/04/2025 21:41:05,29/04/2025 15:40:43,15/05/2025 01:23:55,02/05/2025 10:35:04,TTS
578595380281967715,1731020036333996378,"Phân bón NANO KALI BO + CA siêu ra hoa, đậu quả, hạ chế đốm lá, nấm hồng, phấn trắng thuốc giúp chế phẩm đạm hữu npk kíchrễ tinh",Mặc định,1731020068678371674,,0,509,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nongduoctoancauofficial,Phát trực tiếp,7494483563204233992,fixed commission,,,,,0,,0,,,,,,,0,0,25/04/2025 21:41:04,29/04/2025 15:40:43,25/04/2025 21:41:05,29/04/2025 15:40:43,15/05/2025 01:23:55,02/05/2025 10:35:04,TTS
578598108468774737,1730421812382697818,"Đạm Cá Hữu Cơ Amino Giúp Cây Bật Mầm, Xanh Lá, Bung Cành, Đẻ Nhánh Mạnh, Nuôi Trái (Can 5 Lít) cô đặc bảo hành của nhà sản xuất ngoài trời meocham cay phân bón phân bón thuốc phân bón kích tinh npk kíchrễ p hâ canxi bomaster",Mặc định,1730421827041724762,,388170,500315,VND,1,Thanh toán khi giao hàng,Đã hoàn thành,nguyen.nong.dan.81,Video,7458156969061256456,fixed commission,0,0,0,12,388170,46580,388170,46580,,,,,,0,0,26/04/2025 07:33:22,28/04/2025 13:14:32,26/04/2025 07:33:23,28/04/2025 13:14:32,14/05/2025 00:11:28,01/05/2025 08:53:06,TTS
578598208152045076,1731155073428326746,"Phân bón Magie Kẽm - Bổ sung trung vi lượng, GA3 cho tất cả các loại cây trồng, mọi giai đoạn của cây (50gr pha 2 bình) đạm hữu kíchrễ thuốc kích npk tinh canxi bomaster",Mặc định,1731155102847568218,,0,237,VND,1,Thanh toán khi giao hàng,Đã hủy,quanphanbon,Video,7494273202613406997,fixed commission,0,0,0,12,0,,,,,,,,,0,0,26/04/2025 07:50:20,,26/04/2025 07:50:22,,,,TTS
578598208152045076,1732067425075759450,"Phân Bón ROOTS Bung Rễ, Ra Rễ Cực Mạnh, Bảo Vệ Rễ Khoẻ, Hấp Thu Dinh Dưỡng Tốt ( Túi 1Kg)",Mặc định,1732067375233141082,,158000,339682,VND,2,Thanh toán khi giao hàng,Đã hủy,phivuong6292,Trưng bày,,fixed commission,0,0,0,10,316000,31600,,,,,,,,0,0,26/04/2025 07:50:20,,26/04/2025 07:50:22,,,,TTS
